label_g_teacher_salary_growth	label_g_teacher_salary_growth_2	total_column_o_projected_register	total_column_q_register_change	label_s_fair_student_funding_register_formula	weighted_register	calculation_j_foundation	total_column_n_fy14_actual_registers	system_wide_teacher_salary_growth	foundation	label_w_final_school_fsf_percent	label_h_foundation_for_new_schools	label_f_register_change_allocation_based_on_school_s_percent_of_formula	label_j_fy15_fair_student_formula_at_100	total_column_p_projected_formula	fiscal_year	label_t_change_to_preliminary_fair_student_funding_percentage_capped_at_100	total_column_r_register_dollar_change	calculation_j_fsf_formula_at_100	location	label_a_fy14_revised_based_allocations	label_d_initial_fair_student_funding_allocations_total	calculation_j_initial_fair_student_funding_allocations_total
0.00	0.00	928.94	-3.45	-14214.10	928.94	225000.00	932.38	0.00	225000.00	1.0152	0.00	-14214.10	4054584.56	3829584.56	2015	1	-14214.10	4054584.56	X049	4127135.00	4112920.90	4112920.90
0.00	0.00	173.85	-128.05	-527887.67	173.85	225000.00	301.90	0.00	225000.00	0.8802	0.00	-464630.68	941696.79	716696.79	2015	0.8802	-527887.67	941696.79	X050	1320445.00	855814.32	855814.32
0.00	0.00	295.44	2.78	11468.35	295.44	225000.00	292.66	0.00	225000.00	0.9336	0.00	10706.74	1442969.42	1217969.42	2015	0.9336	11468.35	1442969.42	X051	1351378.00	1362084.74	1362084.74
0.00	0.00	1715.61	-77.70	-320332.88	1715.61	225000.00	1793.31	0.00	225000.00	0.8139	0.00	-260712.34	7297685.64	7072685.64	2015	0.8139	-320332.88	7297685.64	X053	6242026.00	5981313.66	5981313.66
0.00	0.00	619.07	-36.09	-148768.80	619.07	225000.00	655.16	0.00	225000.00	0.815	0.00	-121251.72	2777157.84	2552157.84	2015	0.815	-148768.80	2777157.84	X054	2426349.00	2305097.28	2305097.28
0.00	0.00	896.11	12.33	50842.62	896.11	225000.00	883.77	0.00	225000.00	0.8681	0.00	44136.40	3919241.54	3694241.54	2015	0.8681	50842.62	3919241.54	X055	3387829.00	3431965.40	3431965.40
0.00	0.00	862.16	-45.51	-187610.40	862.16	225000.00	907.67	0.00	225000.00	0.8356	0.00	-156776.20	3779284.35	3554284.35	2015	0.8356	-187610.40	3779284.35	X056	3351906.00	3195129.80	3195129.80
0.00	0.00	746.90	-0.29	-1210.43	746.9	225000.00	747.19	0.00	225000.00	0.9106	0.00	-1102.19	3304109.00	3079109.00	2015	0.9106	-1210.43	3304109.00	X057	3029883.00	3028780.81	3028780.81
0.00	0.00	628.77	-39.51	-162891.48	628.77	225000.00	668.28	0.00	225000.00	0.9129	0.00	-148696.30	2817125.04	2592125.04	2015	0.9129	-162891.48	2817125.04	X058	2739931.00	2591234.70	2591234.70
0.00	0.00	777.76	17.48	72062.97	777.76	225000.00	760.28	0.00	225000.00	1.0655	0.00	72062.97	3431339.99	3206339.99	2015	1	72062.97	3431339.99	X059	3569243.00	3641305.97	3641305.97
0.00	0.00	444.15	-28.42	-117175.27	444.15	225000.00	472.57	0.00	225000.00	0.8922	0.00	-104541.02	2056019.03	1831019.03	2015	0.8922	-117175.27	2056019.03	X061	1963133.00	1858591.98	1858591.98
0.00	0.00	1039.19	25.99	107137.20	1039.19	225000.00	1013.20	0.00	225000.00	0.8322	0.00	89159.21	4509107.17	4284107.17	2015	0.8322	107137.20	4509107.17	X062	3701060.00	3790219.21	3790219.21
0.00	0.00	763.76	-22.55	-92966.90	763.76	225000.00	786.31	0.00	225000.00	0.9455	0.00	-87901.41	3373628.61	3148628.61	2015	0.9455	-92966.90	3373628.61	X063	3289971.00	3202069.59	3202069.59
0.00	0.00	460.06	-307.85	-1269141.45	460.06	225000.00	767.91	0.00	225000.00	0.81	0.00	-1028004.31	2121602.15	1896602.15	2015	0.81	-1269141.45	2121602.15	X064	2789252.00	1761247.69	1761247.69
0.00	0.00	624.21	-16.06	-66223.19	624.21	225000.00	640.27	0.00	225000.00	0.9259	0.00	-61315.75	2798330.62	2573330.62	2015	0.9259	-66223.19	2798330.62	X065	2668951.00	2607635.25	2607635.25
0.00	0.00	861.99	-5.97	-24621.32	861.99	225000.00	867.96	0.00	225000.00	1.1627	0.00	-24621.32	3778584.50	3553584.50	2015	1	-24621.32	3778584.50	X066	4381424.00	4356802.68	4356802.68
0.00	0.00	884.76	-25.63	-105651.45	884.76	225000.00	910.38	0.00	225000.00	0.8504	0.00	-89848.56	3872452.03	3647452.03	2015	0.8504	-105651.45	3872452.03	X067	3416730.00	3326881.44	3326881.44
0.00	0.00	945.35	-9.77	-40268.83	945.35	225000.00	955.12	0.00	225000.00	0.887	0.00	-35717.61	4122249.43	3897249.43	2015	0.887	-40268.83	4122249.43	X068	3717496.00	3681778.39	3681778.39
0.00	0.00	761.50	-0.61	-2526.76	761.5	225000.00	762.11	0.00	225000.00	0.8426	0.00	-2129.01	3364299.52	3139299.52	2015	0.8426	-2526.76	3364299.52	X069	2872263.00	2870133.99	2870133.99
0.00	0.00	1849.52	-52.13	-214890.19	1849.52	225000.00	1901.65	0.00	225000.00	0.8174	0.00	-175640.87	7849740.90	7624740.90	2015	0.8174	-214890.19	7849740.90	X070	6632736.00	6457095.13	6457095.13
0.00	0.00	2291.72	-48.35	-199329.66	2291.72	225000.00	2340.07	0.00	225000.00	0.9452	0.00	-188413.24	9672701.04	9447701.04	2015	0.9452	-199329.66	9672701.04	X071	9343705.00	9155291.76	9155291.76
0.00	0.00	1100.79	-40.91	-168655.84	1100.79	225000.00	1141.70	0.00	225000.00	0.8461	0.00	-142691.31	4763061.90	4538061.90	2015	0.8461	-168655.84	4763061.90	X072	4207120.00	4064428.69	4064428.69
0.00	0.00	1088.08	-33.61	-138565.23	1088.08	225000.00	1121.70	0.00	225000.00	0.8176	0.00	-113289.38	4710674.25	4485674.25	2015	0.8176	-138565.23	4710674.25	X073	4005726.00	3892436.62	3892436.62
0.00	0.00	781.21	38.85	160153.52	781.21	225000.00	742.37	0.00	225000.00	0.8602	0.00	137765.33	3445591.31	3220591.31	2015	0.8602	160153.52	3445591.31	X075	2857613.00	2995378.33	2995378.33
0.00	0.00	1345.67	-31.59	-130235.05	1345.67	225000.00	1377.26	0.00	225000.00	0.8844	0.00	-115185.72	5772597.33	5547597.33	2015	0.8844	-130235.05	5772597.33	X076	5246729.00	5131543.28	5131543.28
0.00	0.00	1052.67	1.42	5868.23	1052.67	225000.00	1051.25	0.00	225000.00	0.8451	0.00	4959.46	4564677.04	4339677.04	2015	0.8451	5868.23	4564677.04	X078	3887660.00	3892619.46	3892619.46
0.00	0.00	1072.16	-48.99	-201949.46	1072.16	225000.00	1121.15	0.00	225000.00	0.81	0.00	-163579.06	4645033.68	4420033.68	2015	0.81	-201949.46	4645033.68	X080	3968806.00	3805226.94	3805226.94
0.00	0.00	839.42	4.42	18236.77	839.42	225000.00	835.00	0.00	225000.00	0.9357	0.00	17064.32	3685556.92	3460556.92	2015	0.9357	18236.77	3685556.92	X081	3446011.00	3463075.32	3463075.32
0.00	0.00	2229.76	-11.85	-48860.32	2229.76	225000.00	2241.61	0.00	225000.00	0.9104	0.00	-44480.30	9417290.00	9192290.00	2015	0.9104	-48860.32	9417290.00	X083	8637739.00	8593258.70	8593258.70
0.00	0.00	1482.87	-56.53	-233058.52	1482.87	225000.00	1539.40	0.00	225000.00	0.9599	0.00	-223719.17	6338207.98	6113207.98	2015	0.9599	-233058.52	6338207.98	X085	6316953.00	6093233.83	6093233.83
0.00	0.00	2149.67	-64.02	-263916.61	2149.67	225000.00	2213.69	0.00	225000.00	0.8347	0.00	-220302.64	9087125.52	8862125.52	2015	0.8347	-263916.61	9087125.52	X086	7842903.00	7622600.36	7622600.36
0.00	0.00	812.85	9.52	39226.23	812.85	225000.00	803.33	0.00	225000.00	0.8899	0.00	34907.06	3575999.62	3350999.62	2015	0.8899	39226.23	3575999.62	X087	3172116.00	3207023.06	3207023.06
0.00	0.00	293.47	7.19	29640.20	293.47	225000.00	286.28	0.00	225000.00	0.878	0.00	26025.36	1434841.76	1209841.76	2015	0.878	29640.20	1434841.76	X088	1261268.00	1287293.36	1287293.36
0.00	0.00	2017.41	47.24	194731.32	2017.41	225000.00	1970.18	0.00	225000.00	0.8713	0.00	169677.55	8541874.21	8316874.21	2015	0.8713	194731.32	8541874.21	X089	7302163.00	7471840.55	7471840.55
0.00	0.00	1025.33	-35.40	-145938.73	1025.33	225000.00	1060.73	0.00	225000.00	0.8306	0.00	-121215.55	4451984.73	4226984.73	2015	0.8306	-145938.73	4451984.73	X091	3857115.00	3735899.45	3735899.45
0.00	0.00	654.51	-36.31	-149709.95	654.51	225000.00	690.83	0.00	225000.00	0.8781	0.00	-131466.73	2923264.74	2698264.74	2015	0.8781	-149709.95	2923264.74	X092	2725929.00	2594462.27	2594462.27
0.00	0.00	513.97	55.70	229616.02	513.97	225000.00	458.27	0.00	225000.00	1.086	0.00	229616.15	2343875.51	2118875.51	2015	1	229616.02	2343875.51	X093	2296417.00	2526033.15	2526033.15
0.00	0.00	1822.43	17.74	73138.55	1822.43	225000.00	1804.69	0.00	225000.00	0.858	0.00	62752.62	7738071.36	7513071.36	2015	0.858	73138.55	7738071.36	X094	6608436.00	6671188.62	6671188.62
0.00	0.00	1870.98	59.29	244438.58	1870.98	225000.00	1811.68	0.00	225000.00	0.875	0.00	213876.13	7938190.57	7713190.57	2015	0.875	244438.58	7938190.57	X095	6759925.00	6973801.13	6973801.13
0.00	0.00	1269.18	-59.09	-243603.48	1269.18	225000.00	1328.27	0.00	225000.00	0.8653	0.00	-210789.86	5457236.93	5232236.93	2015	0.8653	-243603.48	5457236.93	X096	4963239.00	4752449.14	4752449.14
0.00	0.00	887.95	-40.16	-165548.64	887.95	225000.00	928.11	0.00	225000.00	0.8832	0.00	-146218.41	3885634.73	3660634.73	2015	0.8832	-165548.64	3885634.73	X097	3604420.00	3458201.59	3458201.59
0.00	0.00	487.59	-105.37	-434374.05	487.59	225000.00	592.96	0.00	225000.00	0.87	0.00	-377912.33	2235125.36	2010125.36	2015	0.87	-434374.05	2235125.36	X098	2351753.00	1973840.67	1973840.67
0.00	0.00	811.36	-13.57	-55926.62	811.36	225000.00	824.93	0.00	225000.00	0.8741	0.00	-48885.28	3569877.25	3344877.25	2015	0.8741	-55926.62	3569877.25	X100	3197632.00	3148746.72	3148746.72
0.00	0.00	698.83	60.62	249893.46	698.83	225000.00	638.21	0.00	225000.00	0.9691	0.00	242168.04	3105959.84	2880959.84	2015	0.9691	249893.46	3105959.84	X101	2774727.00	3016895.04	3016895.04
0.00	0.00	1580.96	62.72	258568.68	1580.96	225000.00	1518.23	0.00	225000.00	0.8265	0.00	213713.55	6742560.89	6517560.89	2015	0.8265	258568.68	6742560.89	X103	5398215.00	5611928.55	5611928.55
0.00	0.00	1914.92	-106.07	-437278.45	1914.92	225000.00	2020.99	0.00	225000.00	0.8294	0.00	-362681.62	8119332.96	7894332.96	2015	0.8294	-437278.45	8119332.96	X105	7135293.00	6772611.38	6772611.38
0.00	0.00	1497.74	-13.51	-55677.24	1497.74	225000.00	1511.25	0.00	225000.00	0.8743	0.00	-48680.04	6399513.95	6174513.95	2015	0.8743	-55677.24	6399513.95	X106	5672216.00	5623535.96	5623535.96
0.00	0.00	672.32	-36.64	-151064.99	672.32	225000.00	708.96	0.00	225000.00	0.8895	0.00	-134374.02	2996669.74	2771669.74	2015	0.8895	-151064.99	2996669.74	X107	2824806.00	2690431.98	2690431.98
0.00	0.00	728.24	-5.63	-23207.51	728.24	225000.00	733.87	0.00	225000.00	0.9671	0.00	-22443.71	3227198.06	3002198.06	2015	0.9671	-23207.51	3227198.06	X108	3150835.00	3128391.29	3128391.29
0.00	0.00	1166.88	35.14	144847.55	1166.88	225000.00	1131.75	0.00	225000.00	0.8168	0.00	118311.73	5035535.09	4810535.09	2015	0.8168	144847.55	5035535.09	X109	4035942.00	4154253.73	4154253.73
0.00	0.00	615.71	31.95	131699.60	615.71	225000.00	583.76	0.00	225000.00	0.9673	0.00	127394.73	2763281.35	2538281.35	2015	0.9673	131699.60	2763281.35	X110	2552918.00	2680312.73	2680312.73
0.00	0.00	971.87	22.77	93860.36	971.87	225000.00	949.10	0.00	225000.00	0.9909	0.00	93004.93	4231569.52	4006569.52	2015	0.9909	93860.36	4231569.52	X111	4102049.00	4195053.93	4195053.93
0.00	0.00	555.83	-9.03	-37234.21	555.83	225000.00	564.86	0.00	225000.00	0.8412	0.00	-31320.18	2516421.88	2291421.88	2015	0.8412	-37234.21	2516421.88	X112	2183788.00	2152467.82	2152467.82
0.00	0.00	1244.19	-17.97	-74077.41	1244.19	225000.00	1262.16	0.00	225000.00	0.8634	0.00	-63956.57	5354217.37	5129217.37	2015	0.8634	-74077.41	5354217.37	X114	4717394.00	4653437.43	4653437.43
0.00	0.00	1124.50	-31.86	-131346.79	1124.5	225000.00	1156.36	0.00	225000.00	0.81	0.00	-106390.91	4860818.58	4635818.58	2015	0.81	-131346.79	4860818.58	X117	4086404.00	3980013.09	3980013.09
0.00	0.00	1796.91	29.13	120100.64	1796.91	225000.00	1767.77	0.00	225000.00	0.8195	0.00	98421.15	7632826.91	7407826.91	2015	0.8195	120100.64	7632826.91	X118	6197211.00	6295632.15	6295632.15
0.00	0.00	1314.09	8.53	35152.48	1314.09	225000.00	1305.56	0.00	225000.00	0.8666	0.00	30462.34	5642388.27	5417388.27	2015	0.8666	35152.48	5642388.27	X119	4889124.00	4919586.34	4919586.34
0.00	0.00	1113.14	-35.63	-146873.09	1113.14	225000.00	1148.77	0.00	225000.00	0.9034	0.00	-132681.96	4813964.60	4588964.60	2015	0.9034	-146873.09	4813964.60	X121	4503253.00	4370571.04	4370571.04
0.00	0.00	793.36	-27.67	-114061.76	793.36	225000.00	821.03	0.00	225000.00	0.81	0.00	-92390.01	3495657.15	3270657.15	2015	0.81	-114061.76	3495657.15	X123	2966622.00	2874231.99	2874231.99
0.00	0.00	700.95	-49.58	-204376.46	700.95	225000.00	750.53	0.00	225000.00	0.81	0.00	-165544.90	3114715.20	2889715.20	2015	0.81	-204376.46	3114715.20	X125	2731214.00	2565669.10	2565669.10
0.00	0.00	930.49	-1.36	-5604.20	930.49	225000.00	931.85	0.00	225000.00	0.8594	0.00	-4816.21	4060975.55	3835975.55	2015	0.8594	-5604.20	4060975.55	X126	3526430.00	3521613.79	3521613.79
0.00	0.00	1092.27	4.44	18283.52	1092.27	225000.00	1087.83	0.00	225000.00	0.81	0.00	14809.65	4727926.74	4502926.74	2015	0.81	18283.52	4727926.74	X127	3857561.00	3872370.65	3872370.65
0.00	0.00	516.32	17.43	71868.30	516.32	225000.00	498.89	0.00	225000.00	0.8266	0.00	59404.52	2353558.14	2128558.14	2015	0.8266	71868.30	2353558.14	X128	1925008.00	1984412.52	1984412.52
0.00	0.00	919.08	13.36	55073.14	919.08	225000.00	905.72	0.00	225000.00	0.815	0.00	44887.04	4013960.23	3788960.23	2015	0.815	55073.14	4013960.23	X129	3268283.00	3313170.04	3313170.04
0.00	0.00	707.81	-6.33	-26085.07	707.81	225000.00	714.14	0.00	225000.00	0.8152	0.00	-21263.81	3142989.44	2917989.44	2015	0.8152	-26085.07	3142989.44	X130	2624926.00	2603662.19	2603662.19
0.00	0.00	1037.41	-106.86	-440532.86	1037.41	225000.00	1144.27	0.00	225000.00	0.81	0.00	-356831.63	4501768.41	4276768.41	2015	0.81	-440532.86	4501768.41	X131	4046014.00	3689182.37	3689182.37
0.00	0.00	681.63	-51.78	-213484.95	681.63	225000.00	733.41	0.00	225000.00	0.9854	0.00	-210373.67	3035030.68	2810030.68	2015	0.9854	-213484.95	3035030.68	X132	3204452.00	2994078.33	2994078.33
0.00	0.00	856.23	-14.67	-60487.12	856.23	225000.00	870.90	0.00	225000.00	0.8357	0.00	-50550.19	3754850.24	3529850.24	2015	0.8357	-60487.12	3754850.24	X134	3225510.00	3174959.81	3174959.81
0.00	0.00	964.27	-101.89	-420049.20	964.27	225000.00	1066.16	0.00	225000.00	0.8344	0.00	-350501.16	4200256.96	3975256.96	2015	0.8344	-420049.20	4200256.96	X138	3892570.00	3542068.84	3542068.84
0.00	0.00	793.18	-12.53	-51644.55	793.18	225000.00	805.71	0.00	225000.00	0.8713	0.00	-44999.67	3494925.89	3269925.89	2015	0.8713	-51644.55	3494925.89	X140	3119198.00	3074198.33	3074198.33
0.00	0.00	1877.89	44.47	183324.52	1877.89	225000.00	1833.42	0.00	225000.00	0.953	0.00	174714.11	7966687.99	7741687.99	2015	0.953	183324.52	7966687.99	X141	7428361.00	7603075.11	7603075.11
0.00	0.00	171.42	-127.76	-526714.39	171.42	225000.00	299.18	0.00	225000.00	0.81	0.00	-426638.82	931666.47	706666.47	2015	0.81	-526714.39	931666.47	X142	1224039.00	797400.18	797400.18
0.00	0.00	917.22	-219.99	-906916.62	917.22	225000.00	1137.21	0.00	225000.00	0.81	0.00	-734602.50	4006268.66	3781268.66	2015	0.81	-906916.62	4006268.66	X144	4022430.00	3287827.50	3287827.50
0.00	0.00	636.60	-109.90	-453074.87	636.6	225000.00	746.50	0.00	225000.00	0.81	0.00	-366990.76	2849408.61	2624408.61	2015	0.81	-453074.87	2849408.61	X145	2717762.00	2350771.24	2350771.24
0.00	0.00	549.82	-14.67	-60492.33	549.82	225000.00	564.49	0.00	225000.00	0.8742	0.00	-52884.62	2491651.01	2266651.01	2015	0.8742	-60492.33	2491651.01	X146	2259474.00	2206589.38	2206589.38
0.00	0.00	1203.46	-43.91	-181018.69	1203.46	225000.00	1247.37	0.00	225000.00	0.827	0.00	-149702.24	5186310.68	4961310.68	2015	0.827	-181018.69	5186310.68	X150	4477700.00	4327997.76	4327997.76
0.00	0.00	520.20	12.03	49596.98	520.2	225000.00	508.17	0.00	225000.00	0.8173	0.00	40534.94	2369531.50	2144531.50	2015	0.8173	49596.98	2369531.50	X151	1937162.00	1977696.94	1977696.94
0.00	0.00	1250.98	-32.82	-135321.45	1250.98	225000.00	1283.80	0.00	225000.00	0.8624	0.00	-116697.34	5382208.59	5157208.59	2015	0.8624	-135321.45	5382208.59	X152	4789126.00	4672428.66	4672428.66
0.00	0.00	884.33	33.44	137872.89	884.33	225000.00	850.89	0.00	225000.00	1.0368	0.00	137872.89	3870687.04	3645687.04	2015	1	137872.89	3870687.04	X153	3867045.00	4004917.89	4004917.89
0.00	0.00	525.27	-74.02	-305143.00	525.27	225000.00	599.29	0.00	225000.00	0.81	0.00	-247165.90	2390438.84	2165438.84	2015	0.81	-305143.00	2390438.84	X154	2226172.00	1979006.10	1979006.10
0.00	0.00	842.25	-5.56	-22909.19	842.25	225000.00	847.81	0.00	225000.00	0.9471	0.00	-21697.30	3697230.41	3472230.41	2015	0.9471	-22909.19	3697230.41	X157	3535248.00	3513550.70	3513550.70
0.00	0.00	274.92	-33.01	-136078.83	274.92	225000.00	307.93	0.00	225000.00	0.8486	0.00	-115477.54	1358357.83	1133357.83	2015	0.8486	-136078.83	1358357.83	X159	1302254.00	1186776.46	1186776.46
0.00	0.00	445.71	-61.71	-254408.09	445.71	225000.00	507.42	0.00	225000.00	1.3001	0.00	-254408.09	2062460.59	1837460.59	2015	1	-254408.09	2062460.59	X160	2868299.00	2613890.91	2613890.91
0.00	0.00	687.36	-45.70	-188381.39	687.36	225000.00	733.05	0.00	225000.00	0.9716	0.00	-183031.06	3058668.16	2833668.16	2015	0.9716	-188381.39	3058668.16	X161	3161219.00	2978187.94	2978187.94
0.00	0.00	677.14	-50.39	-207720.63	677.14	225000.00	727.53	0.00	225000.00	0.81	0.00	-168253.69	3016556.68	2791556.68	2015	0.81	-207720.63	3016556.68	X162	2654414.00	2486160.31	2486160.31
0.00	0.00	815.62	-34.87	-143742.82	815.62	225000.00	850.49	0.00	225000.00	0.81	0.00	-116431.67	3587422.88	3362422.88	2015	0.81	-143742.82	3587422.88	X163	3064994.00	2948562.33	2948562.33
0.00	0.00	510.71	32.48	133890.93	510.71	225000.00	478.23	0.00	225000.00	0.9386	0.00	125667.19	2330426.36	2105426.36	2015	0.9386	133890.93	2330426.36	X169	2075441.00	2201108.19	2201108.19
0.00	0.00	395.99	10.27	42334.12	395.99	225000.00	385.72	0.00	225000.00	0.8719	0.00	36911.99	1857502.56	1632502.56	2015	0.8719	42334.12	1857502.56	X170	1611500.00	1648411.99	1648411.99
0.00	0.00	359.09	-15.30	-63088.68	359.09	225000.00	374.39	0.00	225000.00	1.1872	0.00	-63088.68	1705362.02	1480362.02	2015	1	-63088.68	1705362.02	X175	2045627.00	1982538.32	1982538.32
0.00	0.00	659.82	26.48	109166.92	659.82	225000.00	633.34	0.00	225000.00	1.083	0.00	109166.96	2945129.11	2720129.11	2015	1	109166.92	2945129.11	X178	3061754.00	3170920.96	3170920.96
0.00	0.00	516.53	-1.32	-5460.00	516.53	225000.00	517.85	0.00	225000.00	0.8717	0.00	-4759.35	2354410.54	2129410.54	2015	0.8717	-5460.00	2354410.54	X179	2085916.00	2081156.65	2081156.65
0.00	0.00	1215.46	27.08	111648.80	1215.46	225000.00	1188.38	0.00	225000.00	1.0213	0.00	111648.80	5235785.20	5010785.20	2015	1	111648.80	5235785.20	X180	5230815.00	5342463.80	5342463.80
0.00	0.00	1340.77	72.36	298306.75	1340.77	225000.00	1268.41	0.00	225000.00	0.9107	0.00	271680.40	5752367.66	5527367.66	2015	0.9107	298306.75	5752367.66	X181	4987324.00	5259004.40	5259004.40
0.00	0.00	1205.57	17.25	71102.26	1205.57	225000.00	1188.33	0.00	225000.00	0.8447	0.00	60059.77	5195036.47	4970036.47	2015	0.8447	71102.26	5195036.47	X182	4363108.00	4423167.77	4423167.77
0.00	0.00	467.87	8.55	35254.43	467.87	225000.00	459.32	0.00	225000.00	0.8664	0.00	30544.81	2153819.05	1928819.05	2015	0.8664	35254.43	2153819.05	X189	1865605.00	1896149.81	1896149.81
0.00	0.00	392.33	-5.41	-22318.36	392.33	225000.00	397.74	0.00	225000.00	0.8127	0.00	-18137.04	1842377.93	1617377.93	2015	0.8127	-22318.36	1842377.93	X190	1557501.00	1539363.96	1539363.96
0.00	0.00	1841.62	-33.34	-137430.58	1841.62	225000.00	1874.95	0.00	225000.00	0.81	0.00	-111318.77	7817141.96	7592141.96	2015	0.81	-137430.58	7817141.96	X194	6485954.00	6374635.23	6374635.23
0.00	0.00	1330.45	67.44	278030.36	1330.45	225000.00	1263.01	0.00	225000.00	0.9341	0.00	259718.98	5709853.59	5484853.59	2015	0.9341	278030.36	5709853.59	X195	5088896.00	5348614.98	5348614.98
0.00	0.00	1261.80	53.92	222295.24	1261.8	225000.00	1207.88	0.00	225000.00	0.8844	0.00	196591.88	5426836.29	5201836.29	2015	0.8844	222295.24	5426836.29	X196	4628771.00	4825362.88	4825362.88
0.00	0.00	1153.43	87.34	360058.25	1153.43	225000.00	1066.09	0.00	225000.00	0.8276	0.00	297987.74	4980082.10	4755082.10	2015	0.8276	360058.25	4980082.10	X199	3862365.00	4160352.74	4160352.74
0.00	0.00	145.36	-200.02	-824573.77	145.36	225000.00	345.37	0.00	225000.00	0.81	0.00	-667904.69	824235.80	599235.80	2015	0.81	-824573.77	824235.80	X203	1378286.00	710381.31	710381.31
0.00	0.00	781.51	36.70	151310.16	781.51	225000.00	744.80	0.00	225000.00	0.8846	0.00	133844.85	3446791.50	3221791.50	2015	0.8846	151310.16	3446791.50	X204	2941064.00	3074908.85	3074908.85
0.00	0.00	1408.38	-19.03	-78443.09	1408.38	225000.00	1427.40	0.00	225000.00	0.8217	0.00	-64456.26	6031094.40	5806094.40	2015	0.8217	-78443.09	6031094.40	X205	5060292.00	4995835.74	4995835.74
0.00	0.00	475.37	-60.27	-248449.69	475.37	225000.00	535.64	0.00	225000.00	0.81	0.00	-201244.29	2184736.68	1959736.68	2015	0.81	-248449.69	2184736.68	X206	2013631.00	1812386.71	1812386.71
0.00	0.00	475.95	-21.88	-90183.08	475.95	225000.00	497.82	0.00	225000.00	0.81	0.00	-73048.30	2187107.10	1962107.10	2015	0.81	-90183.08	2187107.10	X207	1887355.00	1814306.70	1814306.70
0.00	0.00	330.87	-11.46	-47242.96	330.87	225000.00	342.33	0.00	225000.00	0.8129	0.00	-38403.59	1589011.77	1364011.77	2015	0.8129	-47242.96	1589011.77	X209	1372203.00	1333799.41	1333799.41
0.00	0.00	878.32	-0.47	-1957.23	878.32	225000.00	878.80	0.00	225000.00	0.8126	0.00	-1590.45	3845930.27	3620930.27	2015	0.8126	-1957.23	3845930.27	X211	3168962.00	3167371.55	3167371.55
0.00	0.00	683.76	33.23	137009.43	683.76	225000.00	650.53	0.00	225000.00	0.821	0.00	112490.16	3043836.81	2818836.81	2015	0.821	137009.43	3043836.81	X212	2426886.00	2539376.16	2539376.16
0.00	0.00	657.73	6.49	26745.76	657.73	225000.00	651.25	0.00	225000.00	0.882	0.00	23588.88	2936536.71	2711536.71	2015	0.882	26745.76	2936536.71	X213	2592897.00	2616485.88	2616485.88
0.00	0.00	1335.00	-14.05	-57903.48	1335	225000.00	1349.04	0.00	225000.00	0.9227	0.00	-53429.86	5728579.32	5503579.32	2015	0.9227	-57903.48	5728579.32	X214	5356803.00	5303373.14	5303373.14
0.00	0.00	455.01	-11.51	-47453.96	455.01	225000.00	466.52	0.00	225000.00	0.8239	0.00	-39098.86	2100780.18	1875780.18	2015	0.8239	-47453.96	2100780.18	X215	1809615.00	1770516.14	1770516.14
0.00	0.00	572.97	-31.39	-129410.57	572.97	225000.00	604.36	0.00	225000.00	0.8408	0.00	-108803.64	2587098.46	2362098.46	2015	0.8408	-129410.57	2587098.46	X217	2319769.00	2210965.36	2210965.36
0.00	0.00	1398.21	57.15	235622.71	1398.21	225000.00	1341.06	0.00	225000.00	0.8198	0.00	193166.86	5989184.49	5764184.49	2015	0.8198	235622.71	5989184.49	X218	4757394.00	4950560.86	4950560.86
0.00	0.00	619.57	-27.16	-111977.37	619.57	225000.00	646.73	0.00	225000.00	0.81	0.00	-90701.70	2779189.78	2554189.78	2015	0.81	-111977.37	2779189.78	X219	2384596.00	2293894.30	2293894.30
0.00	0.00	996.61	-38.93	-160499.83	996.61	225000.00	1035.54	0.00	225000.00	0.8242	0.00	-132281.87	4333565.46	4108565.46	2015	0.8242	-160499.83	4333565.46	X221	3743508.00	3611226.13	3611226.13
0.00	0.00	718.26	31.97	131785.55	718.26	225000.00	686.29	0.00	225000.00	0.8249	0.00	108707.87	3186045.43	2961045.43	2015	0.8249	131785.55	3186045.43	X223	2558813.00	2667520.87	2667520.87
0.00	0.00	585.81	-10.64	-43882.32	585.81	225000.00	596.46	0.00	225000.00	0.81	0.00	-35544.69	2640047.65	2415047.65	2015	0.81	-43882.32	2640047.65	X224	2216734.00	2181189.31	2181189.31
0.00	0.00	925.84	70.98	292618.32	925.84	225000.00	854.86	0.00	225000.00	0.8204	0.00	240076.01	4041815.72	3816815.72	2015	0.8204	292618.32	4041815.72	X225	3116395.00	3356471.01	3356471.01
0.00	0.00	747.86	39.10	161179.14	747.86	225000.00	708.76	0.00	225000.00	0.81	0.00	130555.14	3308088.49	3083088.49	2015	0.81	161179.14	3308088.49	X226	2591747.00	2722302.14	2722302.14
0.00	0.00	608.89	9.53	39290.37	608.89	225000.00	599.36	0.00	225000.00	0.9244	0.00	36320.41	2735184.39	2510184.39	2015	0.9244	39290.37	2735184.39	X227	2509119.00	2545439.41	2545439.41
0.00	0.00	346.30	-17.24	-71091.64	346.3	225000.00	363.55	0.00	225000.00	1.063	0.00	-71091.69	1652658.06	1427658.06	2015	1	-71091.64	1652658.06	X228	1813730.00	1742638.31	1742638.31
0.00	0.00	383.77	5.90	24302.73	383.77	225000.00	377.87	0.00	225000.00	1.4856	0.00	24302.71	1807099.26	1582099.26	2015	1	24302.73	1807099.26	X229	2551076.00	2575378.71	2575378.71
