label_g_teacher_salary_growth	label_g_teacher_salary_growth_2	total_column_o_projected_register	total_column_q_register_change	label_s_fair_student_funding_register_formula	weighted_register	calculation_j_foundation	total_column_n_fy14_actual_registers	system_wide_teacher_salary_growth	foundation	label_w_final_school_fsf_percent	label_h_foundation_for_new_schools	label_f_register_change_allocation_based_on_school_s_percent_of_formula	label_j_fy15_fair_student_formula_at_100	total_column_p_projected_formula	fiscal_year	label_t_change_to_preliminary_fair_student_funding_percentage_capped_at_100	total_column_r_register_dollar_change	calculation_j_fsf_formula_at_100	location	label_a_fy14_revised_based_allocations	label_d_initial_fair_student_funding_allocations_total	calculation_j_initial_fair_student_funding_allocations_total
0.00	0.00	1341.10	-39.02	-160849.79	1341.1	225000.00	1380.11	0.00	225000.00	0.8141	0.00	-130949.52	5753731.92	5528731.92	2015	0.8141	-160849.79	5753731.92	Q010	4856949.00	4725999.48	4725999.48
0.00	0.00	1807.30	-28.30	-116661.98	1807.3	225000.00	1835.60	0.00	225000.00	0.8536	0.00	-99580.97	7675695.26	7450695.26	2015	0.8536	-116661.98	7675695.26	Q011	6684386.00	6584805.03	6584805.03
0.00	0.00	1734.33	11.02	45410.71	1734.33	225000.00	1723.32	0.00	225000.00	0.8554	0.00	38842.59	7374860.04	7149860.04	2015	0.8554	45410.71	7374860.04	Q012	6301876.00	6340718.59	6340718.59
0.00	0.00	2205.78	43.82	180641.84	2205.78	225000.00	2161.96	0.00	225000.00	0.8518	0.00	153864.81	9318431.66	9093431.66	2015	0.8518	180641.84	9318431.66	Q013	7816623.00	7970487.81	7970487.81
0.00	0.00	2320.06	-3.39	-13976.74	2320.06	225000.00	2323.46	0.00	225000.00	0.8228	0.00	-11499.53	9789573.24	9564573.24	2015	0.8228	-13976.74	9789573.24	Q014	8105866.00	8094366.47	8094366.47
0.00	0.00	539.51	14.39	59339.38	539.51	225000.00	525.12	0.00	225000.00	0.971	0.00	57618.64	2449160.24	2224160.24	2015	0.971	59339.38	2449160.24	Q015	2327045.00	2384663.64	2384663.64
0.00	0.00	2536.28	55.06	226986.82	2536.28	225000.00	2481.22	0.00	225000.00	0.825	0.00	187253.34	10680935.51	10455935.51	2015	0.825	226986.82	10680935.51	Q016	8663397.00	8850650.34	8850650.34
0.00	0.00	711.17	-14.82	-61110.08	711.17	225000.00	725.99	0.00	225000.00	0.81	0.00	-49499.18	3156826.03	2931826.03	2015	0.81	-61110.08	3156826.03	Q017	2649279.00	2599779.82	2599779.82
0.00	0.00	712.72	29.98	123584.68	712.72	225000.00	682.75	0.00	225000.00	0.871	0.00	107638.80	3163238.58	2938238.58	2015	0.871	123584.68	3163238.58	Q018	2676485.00	2784123.80	2784123.80
0.00	0.00	3046.23	56.69	233718.53	3046.23	225000.00	2989.54	0.00	225000.00	0.8567	0.00	200218.75	12783226.44	12558226.44	2015	0.8567	233718.53	12783226.44	Q019	10782989.00	10983207.75	10983207.75
0.00	0.00	1796.90	-12.20	-50275.83	1796.9	225000.00	1809.10	0.00	225000.00	0.8669	0.00	-43584.51	7632811.36	7407811.36	2015	0.8669	-50275.83	7632811.36	Q020	6690473.00	6646888.49	6646888.49
0.00	0.00	1620.88	24.79	102216.34	1620.88	225000.00	1596.09	0.00	225000.00	0.8643	0.00	88346.01	6907159.47	6682159.47	2015	0.8643	102216.34	6907159.47	Q021	5912072.00	6000418.01	6000418.01
0.00	0.00	1007.78	-8.41	-34669.78	1007.78	225000.00	1016.19	0.00	225000.00	0.8937	0.00	-30985.88	4379617.15	4154617.15	2015	0.8937	-34669.78	4379617.15	Q022	3969147.00	3938161.12	3938161.12
0.00	0.00	1255.41	-15.92	-65642.29	1255.41	225000.00	1271.33	0.00	225000.00	0.8693	0.00	-57063.09	5400493.16	5175493.16	2015	0.8693	-65642.29	5400493.16	Q024	4781139.00	4724075.91	4724075.91
0.00	0.00	1053.24	-2.63	-10843.24	1053.24	225000.00	1055.87	0.00	225000.00	0.878	0.00	-9520.04	4567016.37	4342016.37	2015	0.878	-10843.24	4567016.37	Q025	4046682.00	4037161.96	4037161.96
0.00	0.00	825.34	26.30	108436.77	825.34	225000.00	799.03	0.00	225000.00	0.8909	0.00	96609.26	3627491.94	3402491.94	2015	0.8909	108436.77	3627491.94	Q026	3159763.00	3256372.26	3256372.26
0.00	0.00	826.65	-8.52	-35131.45	826.65	225000.00	835.17	0.00	225000.00	0.8201	0.00	-28812.80	3632890.62	3407890.62	2015	0.8201	-35131.45	3632890.62	Q028	3048769.00	3019956.20	3019956.20
0.00	0.00	1036.68	61.82	254876.36	1036.68	225000.00	974.86	0.00	225000.00	0.8748	0.00	222953.67	4498767.80	4273767.80	2015	0.8748	254876.36	4498767.80	Q029	3740534.00	3963487.67	3963487.67
0.00	0.00	644.91	52.13	214907.57	644.91	225000.00	592.78	0.00	225000.00	0.8513	0.00	182959.46	2883675.70	2658675.70	2015	0.8513	214907.57	2883675.70	Q031	2305478.00	2488437.46	2488437.46
0.00	0.00	1122.56	17.85	73591.39	1122.56	225000.00	1104.70	0.00	225000.00	0.8959	0.00	65933.63	4852787.40	4627787.40	2015	0.8959	73591.39	4852787.40	Q032	4305296.00	4371229.63	4371229.63
0.00	0.00	1264.71	-38.36	-158122.13	1264.71	225000.00	1303.07	0.00	225000.00	0.9034	0.00	-142855.05	5438827.43	5213827.43	2015	0.9034	-158122.13	5438827.43	Q033	5078275.00	4935419.95	4935419.95
0.00	0.00	681.19	13.88	57222.19	681.19	225000.00	667.31	0.00	225000.00	0.8621	0.00	49328.43	3033228.45	2808228.45	2015	0.8621	57222.19	3033228.45	Q034	2596507.00	2645835.43	2645835.43
0.00	0.00	881.95	22.74	93734.85	881.95	225000.00	859.21	0.00	225000.00	0.8633	0.00	80919.99	3860863.10	3635863.10	2015	0.8633	93734.85	3860863.10	Q035	3282870.00	3363789.99	3363789.99
0.00	0.00	610.50	-18.11	-74656.68	610.5	225000.00	628.61	0.00	225000.00	0.8697	0.00	-64932.04	2741798.47	2516798.47	2015	0.8697	-74656.68	2741798.47	Q036	2478897.00	2413964.96	2413964.96
0.00	0.00	621.34	-11.55	-47614.54	621.34	225000.00	632.89	0.00	225000.00	0.8246	0.00	-39265.09	2786511.15	2561511.15	2015	0.8246	-47614.54	2786511.15	Q037	2376603.00	2337337.91	2337337.91
0.00	0.00	250.17	-14.40	-59360.80	250.17	225000.00	264.57	0.00	225000.00	0.9108	0.00	-54064.06	1256331.04	1031331.04	2015	0.9108	-59360.80	1256331.04	Q038	1218370.00	1164305.94	1164305.94
0.00	0.00	748.99	14.90	61422.97	748.99	225000.00	734.09	0.00	225000.00	1.0341	0.00	61422.97	3312752.22	3087752.22	2015	1	61422.97	3312752.22	Q040	3356525.00	3417947.97	3417947.97
0.00	0.00	688.85	19.77	81499.49	688.85	225000.00	669.08	0.00	225000.00	0.8939	0.00	72855.54	3064808.79	2839808.79	2015	0.8939	81499.49	3064808.79	Q041	2690759.00	2763614.54	2763614.54
0.00	0.00	585.15	-22.74	-93728.40	585.15	225000.00	607.88	0.00	225000.00	0.9106	0.00	-85350.95	2637300.45	2412300.45	2015	0.9106	-93728.40	2637300.45	R023	2507040.00	2421689.05	2421689.05
0.00	0.00	1820.23	-39.78	-164013.70	1820.23	225000.00	1860.01	0.00	225000.00	0.8817	0.00	-144609.52	7728963.39	7503963.39	2015	0.8817	-164013.70	7728963.39	R024	6985792.00	6841182.48	6841182.48
0.00	0.00	234.05	6.77	27929.31	234.05	225000.00	227.28	0.00	225000.00	1.2318	0.00	27929.34	1189894.19	964894.19	2015	1	27929.31	1189894.19	R026	1385631.00	1413560.34	1413560.34
0.00	0.00	1749.54	25.55	105349.47	1749.54	225000.00	1723.99	0.00	225000.00	0.8548	0.00	90053.43	7437570.70	7212570.70	2015	0.8548	105349.47	7437570.70	R027	6300300.00	6390353.43	6390353.43
0.00	0.00	932.69	5.85	24111.93	932.69	225000.00	926.84	0.00	225000.00	0.8866	0.00	21378.53	4070053.10	3845053.10	2015	0.8866	24111.93	4070053.10	R029	3612788.00	3634166.53	3634166.53
0.00	0.00	998.96	-21.48	-88540.43	998.96	225000.00	1020.43	0.00	225000.00	0.8848	0.00	-78343.05	4343237.87	4118237.87	2015	0.8848	-88540.43	4343237.87	R030	3947275.00	3868931.95	3868931.95
0.00	0.00	618.68	-33.36	-137545.94	618.68	225000.00	652.04	0.00	225000.00	0.877	0.00	-120633.04	2775532.17	2550532.17	2015	0.877	-137545.94	2775532.17	R031	2582547.00	2461913.96	2461913.96
0.00	0.00	852.89	-77.98	-321488.19	852.89	225000.00	930.87	0.00	225000.00	0.8776	0.00	-282151.35	3741060.12	3516060.12	2015	0.8776	-321488.19	3741060.12	R032	3592991.00	3310839.65	3310839.65
0.00	0.00	1712.63	40.38	166454.03	1712.63	225000.00	1672.26	0.00	225000.00	0.875	0.00	145648.24	7285404.44	7060404.44	2015	0.875	166454.03	7285404.44	R034	6257246.00	6402894.24	6402894.24
0.00	0.00	447.53	-10.40	-42894.42	447.53	225000.00	457.94	0.00	225000.00	0.9282	0.00	-39812.66	2069982.13	1844982.13	2015	0.9282	-42894.42	2069982.13	R035	1977242.00	1937429.34	1937429.34
0.00	0.00	1029.95	-48.57	-200236.37	1029.95	225000.00	1078.52	0.00	225000.00	0.8946	0.00	-179138.49	4470998.67	4245998.67	2015	0.8946	-200236.37	4470998.67	R036	4202758.00	4023619.51	4023619.51
0.00	0.00	452.48	-12.75	-52549.21	452.48	225000.00	465.22	0.00	225000.00	0.8805	0.00	-46270.71	2090353.18	1865353.18	2015	0.8805	-52549.21	2090353.18	R038	1913754.00	1867483.29	1867483.29
0.00	0.00	718.89	23.34	96201.05	718.89	225000.00	695.56	0.00	225000.00	0.8689	0.00	83589.05	3188667.17	2963667.17	2015	0.8689	96201.05	3188667.17	R039	2716540.00	2800129.05	2800129.05
0.00	0.00	899.19	8.99	37065.68	899.19	225000.00	890.20	0.00	225000.00	0.8564	0.00	31741.37	3931971.79	3706971.79	2015	0.8564	37065.68	3931971.79	R041	3367741.00	3399482.37	3399482.37
0.00	0.00	1041.83	-41.93	-172873.48	1041.83	225000.00	1083.77	0.00	225000.00	0.9531	0.00	-164773.58	4520000.88	4295000.88	2015	0.9531	-172873.48	4520000.88	R042	4483534.00	4318760.42	4318760.42
0.00	0.00	1224.28	29.35	121015.70	1224.28	225000.00	1194.93	0.00	225000.00	0.8428	0.00	101990.65	5272157.33	5047157.33	2015	0.8428	121015.70	5272157.33	R044	4376696.00	4478686.65	4478686.65
0.00	0.00	1196.64	-15.88	-65476.86	1196.64	225000.00	1212.52	0.00	225000.00	0.8517	0.00	-55767.54	5158184.60	4933184.60	2015	0.8517	-65476.86	5158184.60	R045	4482428.00	4426660.46	4426660.46
0.00	0.00	442.95	-0.53	-2172.59	442.95	225000.00	443.48	0.00	225000.00	0.884	0.00	-1920.52	2051091.11	1826091.11	2015	0.884	-2172.59	2051091.11	R046	1841146.00	1839225.48	1839225.48
0.00	0.00	688.15	6.63	27335.01	688.15	225000.00	681.52	0.00	225000.00	0.9137	0.00	24975.29	3061935.82	2836935.82	2015	0.9137	27335.01	3061935.82	R047	2792059.00	2817034.29	2817034.29
0.00	0.00	1048.84	143.17	590232.44	1048.84	225000.00	905.67	0.00	225000.00	0.9035	0.00	533273.54	4548887.58	4323887.58	2015	0.9035	590232.44	4548887.58	R048	3598348.00	4131621.54	4131621.54
0.00	0.00	1262.28	-115.37	-475611.30	1262.28	225000.00	1377.65	0.00	225000.00	0.81	0.00	-385245.16	5428799.30	5203799.30	2015	0.81	-475611.30	5428799.30	R049	4825323.00	4440077.84	4440077.84
0.00	0.00	1039.09	-9.59	-39516.02	1039.09	225000.00	1048.67	0.00	225000.00	1.0096	0.00	-39516.04	4508692.06	4283692.06	2015	1	-39516.02	4508692.06	R050	4589338.00	4549821.96	4549821.96
0.00	0.00	2080.73	279.71	1153097.40	2080.73	225000.00	1801.02	0.00	225000.00	0.8481	0.00	977933.43	8802886.18	8577886.18	2015	0.8481	1153097.40	8802886.18	R051	6521909.00	7499842.43	7499842.43
0.00	0.00	591.30	-93.16	-384057.64	591.3	225000.00	684.46	0.00	225000.00	1.0453	0.00	-384057.64	2662664.09	2437664.09	2015	1	-384057.64	2662664.09	R052	3157145.00	2773087.36	2773087.36
0.00	0.00	796.93	-1.39	-5738.50	796.93	225000.00	798.32	0.00	225000.00	0.8474	0.00	-4862.93	3510385.17	3285385.17	2015	0.8474	-5738.50	3510385.17	R053	3013969.00	3009106.07	3009106.07
0.00	0.00	982.89	-52.51	-216458.75	982.89	225000.00	1035.39	0.00	225000.00	0.81	0.00	-175331.58	4276997.92	4051997.92	2015	0.81	-216458.75	4276997.92	R054	3682450.00	3507118.42	3507118.42
0.00	0.00	757.02	-48.00	-197883.52	757.02	225000.00	805.02	0.00	225000.00	0.9188	0.00	-181813.42	3345838.36	3120838.36	2015	0.9188	-197883.52	3345838.36	R055	3274209.00	3092395.58	3092395.58
0.00	0.00	817.94	-1.71	-7039.09	817.94	225000.00	819.65	0.00	225000.00	0.945	0.00	-6652.09	3597009.38	3372009.38	2015	0.945	-7039.09	3597009.38	R056	3418274.00	3411621.91	3411621.91
0.00	0.00	897.35	-17.12	-70557.86	897.35	225000.00	914.47	0.00	225000.00	0.9358	0.00	-66025.64	3924375.06	3699375.06	2015	0.9358	-70557.86	3924375.06	R057	3752775.00	3686749.36	3686749.36
0.00	0.00	1046.39	-14.19	-58505.02	1046.39	225000.00	1060.58	0.00	225000.00	0.8851	0.00	-51781.76	4538785.47	4313785.47	2015	0.8851	-58505.02	4538785.47	R058	4094837.00	4043055.24	4043055.24
0.00	0.00	103.09	43.29	178479.73	103.09	225000.00	59.80	0.00	225000.00	1	0.00	178479.73	650010.80	425010.80	2015	1	178479.73	650010.80	R059	471531.00	650010.73	650010.73
0.00	0.00	1106.11	-9.72	-40062.81	1106.11	225000.00	1115.83	0.00	225000.00	0.8384	0.00	-33589.17	4784993.21	4559993.21	2015	0.8384	-40062.81	4784993.21	R060	4081745.00	4048155.83	4048155.83
0.00	0.00	1779.40	-129.80	-535099.65	1779.4	225000.00	1909.20	0.00	225000.00	0.8101	0.00	-433505.93	7560669.96	7335669.96	2015	0.8101	-535099.65	7560669.96	R061	6601430.00	6167924.07	6167924.07
0.00	0.00	627.36	1.17	4824.27	627.36	225000.00	626.19	0.00	225000.00	0.9178	0.00	4427.91	2811302.24	2586302.24	2015	0.9178	4824.27	2811302.24	R063	2594384.00	2598811.91	2598811.91
0.00	0.00	656.83	9.43	38880.03	656.83	225000.00	647.40	0.00	225000.00	0.8897	0.00	34592.87	2932807.39	2707807.39	2015	0.8897	38880.03	2932807.39	R064	2599634.00	2634226.87	2634226.87
0.00	0.00	410.15	-43.48	-179233.45	410.15	225000.00	453.62	0.00	225000.00	0.8656	0.00	-155141.74	1915844.32	1690844.32	2015	0.8656	-179233.45	1915844.32	R065	1843711.00	1688569.26	1688569.26
0.00	0.00	1137.86	0.20	824.50	1137.86	225000.00	1137.66	0.00	225000.00	0.9353	0.00	771.16	4915888.39	4690888.39	2015	0.9353	824.50	4915888.39	R069	4611632.00	4612403.16	4612403.16
0.00	0.00	1751.16	-19.79	-81590.12	1751.16	225000.00	1770.95	0.00	225000.00	0.81	0.00	-66088.00	7444217.05	7219217.05	2015	0.81	-81590.12	7444217.05	R072	6138654.00	6072566.00	6072566.00
0.00	0.00	476.06	86.32	355864.16	476.06	225000.00	389.74	0.00	225000.00	1.0091	0.00	355864.16	2187568.77	1962568.77	2015	1	355864.16	2187568.77	R074	1849597.00	2205461.16	2205461.16
0.00	0.00	1880.51	11.41	47054.14	1880.51	225000.00	1869.10	0.00	225000.00	0.9004	0.00	42366.34	7977485.20	7752485.20	2015	0.9004	47054.14	7977485.20	R075	7162772.00	7205138.34	7205138.34
0.00	0.00	851.45	170.99	704893.80	851.45	225000.00	680.47	0.00	225000.00	1	0.00	704894.05	3735142.83	3510142.83	2015	1	704893.80	3735142.83	R078	3030250.00	3735144.05	3735144.05
0.00	0.00	1627.35	34.41	141864.06	1627.35	225000.00	1592.94	0.00	225000.00	0.8713	0.00	123606.28	6933838.58	6708838.58	2015	0.8713	141864.06	6933838.58	R080	5946811.00	6070417.28	6070417.28
0.00	0.00	3952.08	147.51	608122.05	3952.08	225000.00	3804.57	0.00	225000.00	0.8156	0.00	496009.08	16517629.31	16292629.31	2015	0.8156	608122.05	16517629.31	R440	13017922.00	13513931.08	13513931.08
0.00	0.00	2585.41	-127.87	-527141.95	2585.41	225000.00	2713.28	0.00	225000.00	0.8106	0.00	-427291.53	10883478.43	10658478.43	2015	0.8106	-527141.95	10883478.43	R445	9291857.00	8864565.47	8864565.47
0.00	0.00	3572.08	84.41	347971.61	3572.08	225000.00	3487.67	0.00	225000.00	0.826	0.00	287410.61	14951057.94	14726057.94	2015	0.826	347971.61	14951057.94	R450	12100723.00	12388133.61	12388133.61
0.00	0.00	2689.23	92.99	383350.22	2689.23	225000.00	2596.24	0.00	225000.00	0.8173	0.00	313324.72	11311462.68	11086462.68	2015	0.8173	383350.22	11311462.68	X455	8973005.00	9286329.72	9286329.72
0.00	0.00	813.61	-60.38	-248933.75	813.61	225000.00	874.00	0.00	225000.00	0.9414	0.00	-234355.21	3579154.85	3354154.85	2015	0.9414	-248933.75	3579154.85	X457	3617078.00	3382722.79	3382722.79
0.00	0.00	545.88	-13.66	-56297.30	545.88	225000.00	559.54	0.00	225000.00	0.908	0.00	-51119.84	2475425.54	2250425.54	2015	0.908	-56297.30	2475425.54	X459	2319582.00	2268462.16	2268462.16
0.00	0.00	375.65	22.34	92109.22	375.65	225000.00	353.31	0.00	225000.00	0.8751	0.00	80606.46	1773639.46	1548639.46	2015	0.8751	92109.22	1773639.46	X462	1499636.00	1580242.46	1580242.46
0.00	0.00	438.44	38.55	158928.87	438.44	225000.00	399.89	0.00	225000.00	0.9441	0.00	150046.08	2032495.37	1807495.37	2015	0.9441	158928.87	2032495.37	X463	1781426.00	1931472.08	1931472.08
0.00	0.00	398.15	-42.59	-175575.65	398.15	225000.00	440.74	0.00	225000.00	0.9757	0.00	-171306.96	1866387.17	1641387.17	2015	0.9757	-175575.65	1866387.17	X467	1997788.00	1826481.04	1826481.04
0.00	0.00	476.19	-7.94	-32735.75	476.19	225000.00	484.13	0.00	225000.00	0.9813	0.00	-32122.42	2188118.34	1963118.34	2015	0.9813	-32735.75	2188118.34	X468	2183460.00	2151337.58	2151337.58
0.00	0.00	532.83	-7.24	-29852.83	532.83	225000.00	540.07	0.00	225000.00	0.8184	0.00	-24432.10	2421599.61	2196599.61	2015	0.8184	-29852.83	2421599.61	X473	2047169.00	2022736.90	2022736.90
0.00	0.00	633.38	-5.20	-21446.60	633.38	225000.00	638.59	0.00	225000.00	0.8257	0.00	-17707.78	2836153.11	2611153.11	2015	0.8257	-21446.60	2836153.11	X477	2398654.00	2380946.22	2380946.22
0.00	0.00	414.64	37.79	155804.60	414.64	225000.00	376.85	0.00	225000.00	0.9659	0.00	150484.00	1934369.88	1709369.88	2015	0.9659	155804.60	1934369.88	X478	1725512.00	1875996.00	1875996.00
0.00	0.00	576.30	53.48	220464.20	576.3	225000.00	522.83	0.00	225000.00	0.9922	0.00	218739.86	2600835.62	2375835.62	2015	0.9922	220464.20	2600835.62	X479	2363513.00	2582252.86	2582252.86
0.00	0.00	429.35	-6.47	-26686.27	429.35	225000.00	435.82	0.00	225000.00	0.817	0.00	-21801.46	1995016.48	1770016.48	2015	0.817	-26686.27	1995016.48	X480	1692824.00	1671022.54	1671022.54
0.00	0.00	608.39	45.18	186265.92	608.39	225000.00	563.21	0.00	225000.00	0.8125	0.00	151339.67	2733125.79	2508125.79	2015	0.8125	186265.92	2733125.79	X495	2111494.00	2262833.67	2262833.67
0.00	0.00	720.50	31.25	128849.52	720.5	225000.00	689.25	0.00	225000.00	0.991	0.00	127684.53	3195306.11	2970306.11	2015	0.991	128849.52	3195306.11	X498	3040766.00	3168450.53	3168450.53
0.00	0.00	780.66	38.05	156879.06	780.66	225000.00	742.61	0.00	225000.00	0.8594	0.00	134825.57	3443319.37	3218319.37	2015	0.8594	156879.06	3443319.37	X500	2856074.00	2990899.57	2990899.57
0.00	0.00	1109.48	6.10	25143.32	1109.48	225000.00	1103.38	0.00	225000.00	0.9801	0.00	24643.36	4798886.72	4573886.72	2015	0.9801	25143.32	4798886.72	X505	4683293.00	4707936.36	4707936.36
0.00	0.00	637.11	149.00	614276.75	637.11	225000.00	488.11	0.00	225000.00	1.0006	0.00	614276.45	2851521.73	2626521.73	2015	1	614276.75	2851521.73	X508	2238938.00	2853214.45	2853214.45
0.00	0.00	536.91	145.37	599306.96	536.91	225000.00	391.54	0.00	225000.00	0.9754	0.00	584574.99	2438436.29	2213436.29	2015	0.9754	599306.96	2438436.29	X509	1799451.00	2384025.99	2384025.99
0.00	0.00	520.34	166.15	684972.51	520.34	225000.00	354.19	0.00	225000.00	0.9979	0.00	683513.56	2370117.25	2145117.25	2015	0.9979	684972.51	2370117.25	X511	1682035.00	2365548.56	2365548.56
0.00	0.00	725.46	39.11	161252.09	725.46	225000.00	686.35	0.00	225000.00	0.8364	0.00	134878.50	3215751.74	2990751.74	2015	0.8364	161252.09	3215751.74	X513	2591721.00	2726599.50	2726599.50
0.00	0.00	694.10	22.82	94076.08	694.1	225000.00	671.28	0.00	225000.00	0.8253	0.00	77638.91	3086458.88	2861458.88	2015	0.8253	94076.08	3086458.88	X514	2508860.00	2586498.91	2586498.91
0.00	0.00	639.86	33.39	137667.51	639.86	225000.00	606.47	0.00	225000.00	0.813	0.00	111930.26	2862856.71	2637856.71	2015	0.813	137667.51	2862856.71	X517	2257773.00	2369703.26	2369703.26
0.00	0.00	514.40	-18.28	-75347.30	514.4	225000.00	532.67	0.00	225000.00	0.81	0.00	-61031.33	2345628.98	2120628.98	2015	0.81	-75347.30	2345628.98	X519	2003741.00	1942709.67	1942709.67
0.00	0.00	293.27	-23.20	-95649.35	293.27	225000.00	316.47	0.00	225000.00	0.9345	0.00	-89381.87	1434018.10	1209018.10	2015	0.9345	-95649.35	1434018.10	X520	1444178.00	1354796.13	1354796.13
0.00	0.00	596.31	145.22	598665.69	596.31	225000.00	451.10	0.00	225000.00	0.9872	0.00	591019.07	2683325.97	2458325.97	2015	0.9872	598665.69	2683325.97	X521	2060907.00	2651926.07	2651926.07
0.00	0.00	928.62	193.22	796537.84	928.62	225000.00	735.41	0.00	225000.00	1.001	0.00	796538.37	4053292.64	3828292.64	2015	1	796537.84	4053292.64	X522	3260593.00	4057131.37	4057131.37
0.00	0.00	545.58	159.34	656879.24	545.58	225000.00	386.24	0.00	225000.00	0.9742	0.00	639964.54	2474184.14	2249184.14	2015	0.9742	656879.24	2474184.14	X524	1776303.00	2416267.54	2416267.54
0.00	0.00	1043.14	1.59	6558.22	1043.14	225000.00	1041.55	0.00	225000.00	0.8169	0.00	5357.70	4525402.42	4300402.42	2015	0.8169	6558.22	4525402.42	X525	3732828.00	3738185.70	3738185.70
0.00	0.00	775.56	-83.01	-342216.78	775.56	225000.00	858.57	0.00	225000.00	0.8493	0.00	-290629.56	3422287.03	3197287.03	2015	0.8493	-342216.78	3422287.03	X527	3230944.00	2940314.44	2940314.44
0.00	0.00	524.72	27.72	114281.54	524.72	225000.00	497.00	0.00	225000.00	0.973	0.00	111198.27	2388199.44	2163199.44	2015	0.973	114281.54	2388199.44	X529	2218639.00	2329837.27	2329837.27
0.00	0.00	525.06	-83.30	-343415.96	525.06	225000.00	608.36	0.00	225000.00	0.8236	0.00	-282844.07	2389564.61	2164564.61	2015	0.8236	-343415.96	2389564.61	X530	2290622.00	2007777.93	2007777.93
0.00	0.00	668.44	112.60	464194.87	668.44	225000.00	555.84	0.00	225000.00	0.9732	0.00	451773.88	2980684.68	2755684.68	2015	0.9732	464194.87	2980684.68	X531	2455174.00	2906947.88	2906947.88
0.00	0.00	454.69	16.04	66136.81	454.69	225000.00	438.64	0.00	225000.00	0.9816	0.00	64917.31	2099469.82	1874469.82	2015	0.9816	66136.81	2099469.82	X532	1999989.00	2064906.31	2064906.31
0.00	0.00	527.07	83.95	346070.34	527.07	225000.00	443.12	0.00	225000.00	0.9756	0.00	337617.28	2397863.26	2172863.26	2015	0.9756	346070.34	2397863.26	X536	2007172.00	2344789.28	2344789.28
0.00	0.00	328.81	-2.67	-10989.17	328.81	225000.00	331.47	0.00	225000.00	0.9592	0.00	-10540.52	1580517.09	1355517.09	2015	0.9592	-10989.17	1580517.09	X537	1535717.00	1525176.48	1525176.48
0.00	0.00	683.46	22.42	92422.28	683.46	225000.00	661.04	0.00	225000.00	0.9037	0.00	83524.07	3042580.41	2817580.41	2015	0.9037	92422.28	3042580.41	X542	2687786.00	2771310.07	2771310.07
0.00	0.00	109.23	109.23	450316.06	109.23	225000.00	0.00	0.00	225000.00	1	225000.00	450316.06	675316.06	450316.06	2015	1	450316.06	675316.06	M209	0.00	675316.06	675316.06
0.00	0.00	126.03	126.03	519575.09	126.03	225000.00	0.00	0.00	225000.00	1	225000.00	519575.09	744575.09	519575.09	2015	1	519575.09	744575.09	M211	0.00	744575.09	744575.09
0.00	0.00	70.36	70.36	290078.66	70.36	225000.00	0.00	0.00	225000.00	1	225000.00	290078.66	515078.66	290078.66	2015	1	290078.66	515078.66	X392	0.00	515078.66	515078.66
0.00	0.00	119.03	119.03	490687.99	119.03	225000.00	0.00	0.00	225000.00	1	225000.00	490687.99	715687.99	490687.99	2015	1	490687.99	715687.99	X077	0.00	715687.99	715687.99
0.00	0.00	58.47	58.47	241039.61	58.47	225000.00	0.00	0.00	225000.00	1	225000.00	241039.61	466039.61	241039.61	2015	1	241039.61	466039.61	X458	0.00	466039.61	466039.61
0.00	0.00	155.33	155.33	640346.87	155.33	225000.00	0.00	0.00	225000.00	1	225000.00	640346.87	865346.87	640346.87	2015	1	640346.87	865346.87	K765	0.00	865346.87	865346.87
0.00	0.00	109.85	109.85	452878.21	109.85	225000.00	0.00	0.00	225000.00	1	225000.00	452878.21	677878.21	452878.21	2015	1	452878.21	677878.21	K763	0.00	677878.21	677878.21
0.00	0.00	165.14	165.14	680803.30	165.14	225000.00	0.00	0.00	225000.00	1	225000.00	680803.30	905803.30	680803.30	2015	1	680803.30	905803.30	K760	0.00	905803.30	905803.30
0.00	0.00	129.52	129.52	533972.65	129.52	225000.00	0.00	0.00	225000.00	1	225000.00	533972.65	758972.65	533972.65	2015	1	533972.65	758972.65	K764	0.00	758972.65	758972.65
0.00	0.00	505.21	-19.28	-79467.81	505.21	225000.00	524.49	0.00	225000.00	0.8494	0.00	-67498.93	2307756.71	2082756.71	2015	0.8494	-79467.81	2307756.71	K120	2061566.00	1994067.07	1994067.07
0.00	0.00	468.57	6.53	26926.48	468.57	225000.00	462.04	0.00	225000.00	0.9664	0.00	26022.25	2156704.60	1931704.60	2015	0.9664	26926.48	2156704.60	K121	2065813.00	2091835.25	2091835.25
0.00	0.00	662.84	157.19	648006.66	662.84	225000.00	505.65	0.00	225000.00	0.9888	0.00	640727.59	2957573.70	2732573.70	2015	0.9888	648006.66	2957573.70	K122	2286151.00	2926878.59	2926878.59
0.00	0.00	1149.41	-10.35	-42660.45	1149.41	225000.00	1159.76	0.00	225000.00	0.81	0.00	-34554.96	4963513.42	4738513.42	2015	0.81	-42660.45	4963513.42	K123	4097751.00	4063196.04	4063196.04
0.00	0.00	382.06	-3.57	-14717.51	382.06	225000.00	385.63	0.00	225000.00	0.8774	0.00	-12912.74	1800075.71	1575075.71	2015	0.8774	-14717.51	1800075.71	K124	1619841.00	1606928.26	1606928.26
